"method","beta","lambda_eta","lambda_mu","lambda_kappa","ARI","loglik","converged","iter","nnz_fraction","selected_q","TPR","FPR","Precision","F1","mu_contrast_norm","eta_contrast_norm","mu_topq_recall","eta_topq_recall","kappa_low_hat","kappa_high_hat","kappa_ratio_hat","MSE_mu","MSE_kappa","MSE_eta_contrast","df","BIC","EBIC","scenario","rep","n","d","q","mu_cos","kappa_low","kappa_high","true_eta_contrast_norm"
"Eta path BIC + refit",NA,1.50576522548161,NA,NA,0.995999999123111,98679.9803566737,TRUE,3,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.336746776555558,81.8403028647159,0.9,1,19.7363203317006,100.194956593196,5.07667867714239,2.88781487577893e-05,0.0537675203526184,0.0821326886049651,23,-197201.082341931,-197095.163427653,"mean_and_concentration",16,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",409.236531036307,NA,NA,NA,0.988024000552049,98379.3015381847,TRUE,2,0.1,10,1,0,1,1,0.277945700311816,80.5441651101392,1,1,20.1851504910915,99.7577731335928,4.94213670478306,8.06931263255071e-05,0.0464772795804216,0.0600189204651245,21,-196613.540215511,-196516.831641605,"mean_and_concentration",17,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",409.236531036307,NA,NA,NA,0.988024000552049,98388.5371573905,TRUE,2,0.1,10,1,0,1,1,0.285455271681402,80.5552578047999,1,1,20.2502536132042,99.7770344093116,4.9271992497048,1.33661099079725e-05,0.0561702627764001,0.0535871380473908,21,-196632.011453922,-196535.302880017,"mean_and_concentration",17,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,409.236531036307,0,0.988024000552049,98379.3015381847,TRUE,2,0.1,10,1,0,1,1,0.277945700311816,80.5441651101392,1,1,20.1851504910915,99.7577731335928,4.94213670478306,8.06931263255071e-05,0.0464772795804216,0.0600189204651245,21,-196613.540215511,-196516.831641605,"mean_and_concentration",17,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,409.236531036307,0,0.988024000552049,98388.5371573905,TRUE,2,0.1,10,1,0,1,1,0.285455271681402,80.5552578047999,1,1,20.2502536132042,99.7770344093116,4.9271992497048,1.33661099079725e-05,0.0561702627764001,0.0535871380473908,21,-196632.011453922,-196535.302880017,"mean_and_concentration",17,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.24069637289441,NA,NA,0.988024000552049,98419.0743330242,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.312600589302847,77.0634755524492,0.9,1,22.49633957726,98.146987388514,4.36279809217158,0.000123629248114923,4.83268351166046,0.212648917462208,114,-196050.664564245,-195525.675163042,"mean_and_concentration",17,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.24069637289441,NA,NA,0.988024000552049,98397.8164247128,TRUE,3,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.294879062804513,80.627495772849,0.9,1,20.2882087158989,99.8162156763594,4.91991269777001,3.405941331263e-05,0.058420470768069,0.136474309796097,27,-196609.123456893,-196484.783861871,"mean_and_concentration",17,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",298.867677974798,NA,NA,NA,0.995999996912225,98724.0548939013,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.297374563105083,82.2868239559397,1,1,18.9584551291837,100.217936483157,5.28618686492483,8.60854110671282e-05,0.566156014307416,0.121934907081448,23,-197289.231416386,-197183.312502108,"mean_and_concentration",18,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",298.867677974798,NA,NA,NA,0.995999996912225,98732.865340422,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.297129959240053,82.2573960935231,0.9,1,19.0028209007874,100.231645066821,5.27456663356058,2.17715407299861e-05,0.524012796444437,0.102606534314701,25,-197293.036798869,-197177.90754422,"mean_and_concentration",18,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,298.867677974798,0,0.995999996912225,98724.0548939013,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.297374563105083,82.2868239559397,1,1,18.9584551291837,100.217936483157,5.28618686492483,8.60854110671282e-05,0.566156014307416,0.121934907081448,23,-197289.231416386,-197183.312502108,"mean_and_concentration",18,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,298.867677974798,0,0.995999996912225,98732.865340422,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.297129959240053,82.2573960935231,0.9,1,19.0028209007874,100.231645066821,5.27456663356058,2.17715407299861e-05,0.524012796444437,0.102606534314701,25,-197293.036798869,-197177.90754422,"mean_and_concentration",18,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.13743832662736,NA,NA,0.995999996912225,98761.8203824958,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.325181395100406,79.0157228552776,0.9,1,21.10628526615,98.7153538012767,4.67705958469136,0.000140918006934912,1.43709147299735,0.109925837745651,114,-196736.156663188,-196211.167261985,"mean_and_concentration",18,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.13743832662736,NA,NA,0.995999996912225,98737.6913494746,TRUE,3,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.308913295210417,82.2766825514903,0.9,1,19.0666140079486,100.227508283192,5.2567020154396,5.29679426948785e-05,0.461484714539452,0.142097486159019,27,-197288.873306417,-197164.533711395,"mean_and_concentration",18,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",356.183599849594,NA,NA,NA,0.98802401226328,98916.0065403059,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.282057414853818,80.2949611544087,1,1,20.5222261071488,99.7960949705257,4.86282991179803,4.63657320907218e-05,0.157148684016366,0.056434676985816,24,-197666.226953916,-197555.702869453,"mean_and_concentration",19,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",356.183599849594,NA,NA,NA,0.98802401226328,98929.1057194282,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.293785615928742,80.3843440663554,0.9,1,20.5693188351225,99.8434441474624,4.8539985668839,2.3218395777586e-05,0.174316835494491,0.0622231209209144,27,-197671.702046324,-197547.362451302,"mean_and_concentration",19,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,356.183599849594,0,0.98802401226328,98916.0065403059,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.282057414853818,80.2949611544087,1,1,20.5222261071488,99.7960949705257,4.86282991179803,4.63657320907218e-05,0.157148684016366,0.056434676985816,24,-197666.226953916,-197555.702869453,"mean_and_concentration",19,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,356.183599849594,0,0.98802401226328,98929.1057194282,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.293785615928742,80.3843440663554,0.9,1,20.5693188351225,99.8434441474624,4.8539985668839,2.3218395777586e-05,0.174316835494491,0.0622231209209144,27,-197671.702046324,-197547.362451302,"mean_and_concentration",19,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.64857837423664,NA,NA,0.98802401226328,98945.7938743142,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.322688449889559,75.6882021576,0.8,1,23.4872565438424,97.5821252457935,4.15468384158202,0.000129908727452655,9.00353826480039,0.365935465672813,113,-197111.011402103,-196590.627171087,"mean_and_concentration",19,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.64857837423664,NA,NA,0.98802401226328,98923.8459461671,TRUE,3,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.30065522880434,80.3887895485676,0.8,1,20.5830355014395,99.8083887223949,4.84906070902004,2.61511790450768e-05,0.188322638822141,0.100700097275249,25,-197674.99801036,-197559.86875571,"mean_and_concentration",19,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",369.67658427865,NA,NA,NA,0.992008005125127,98886.6355570624,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.399344948936248,83.449535162474,1,1,19.9196317039342,101.415985308972,5.09125805217279,0.000125561306662226,1.00573672911795,0.187230501914604,23,-197614.392742708,-197508.473828431,"mean_and_concentration",20,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",369.67658427865,NA,NA,NA,0.992008005125127,98902.1177584399,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.345462537030712,82.952662986418,0.9,1,20.0265807135847,101.503841776539,5.06845593005728,2.45032236300535e-05,1.13112331159918,0.105778510854064,25,-197631.541634905,-197516.412380255,"mean_and_concentration",20,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,369.67658427865,0,0.992008005125127,98886.6355570624,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.399344948936248,83.449535162474,1,1,19.9196317039342,101.415985308972,5.09125805217279,0.000125561306662226,1.00573672911795,0.187230501914604,23,-197614.392742708,-197508.473828431,"mean_and_concentration",20,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,369.67658427865,0,0.992008005125127,98902.1177584399,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.345462537030712,82.952662986418,0.9,1,20.0265807135847,101.503841776539,5.06845593005728,2.45032236300535e-05,1.13112331159918,0.105778510854064,25,-197631.541634905,-197516.412380255,"mean_and_concentration",20,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.55527797597292,NA,NA,0.992008005125127,98927.5388236036,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.368327970130919,78.5630816380702,0.8,1,22.812106028636,99.3924974001136,4.35700663828873,0.00014805316686031,4.13849986257997,0.201924046637785,113,-197074.501300682,-196554.117069666,"mean_and_concentration",20,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.55527797597292,NA,NA,0.992008005125127,98903.1025607806,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.351510506484132,82.9569109989281,0.8,1,20.0554638870544,101.482551939725,5.06009497019069,3.79887407156088e-05,1.10051824837449,0.136567980052,25,-197633.511239587,-197518.381984937,"mean_and_concentration",20,1000,100,10,0.95,20,100,81.2403840463596
